Id V1 V2 V3
2831 410 784 213 
2832 413 118 785 
2833 413 785 216 
2834 415 785 118 
2835 415 216 785 
2836 414 118 786 
2837 414 786 217 
2838 413 786 118 
2839 413 217 786 
2840 413 67 787 
2841 413 787 217 
2842 491 787 67 
2843 491 217 787 
2844 414 788 65 
2845 414 217 788 
2846 490 65 788 
2847 490 788 217 
2848 417 789 119 
2849 417 209 789 
2850 416 119 789 
2851 416 789 209 
2852 418 119 790 
2853 418 790 196 
2854 416 790 119 
2855 416 196 790 
2856 378 43 791 
2857 378 791 218 
2859 218 792 219 
2860 792 218 791 
2861 792 791 43 
2862 253 792 43 
2863 253 219 792 
2864 120 219 793 
2865 120 793 420 
2866 420 794 15 
2868 794 420 793 
2869 794 793 219 
2870 469 15 794 
2871 469 794 219 
2872 419 795 120 
2873 419 218 795 
2874 219 120 795 
2875 219 795 218 
2876 378 796 41 
2877 378 218 796 
2878 419 41 796 
2879 419 796 218 
2880 421 797 85 
2881 421 250 797 
2882 596 85 797 
2883 596 797 250 
2884 470 798 133 
2885 470 220 798 
2886 467 133 798 
2887 467 798 220 
2888 469 133 799 
2889 469 799 222 
2890 467 799 133 
2891 467 222 799 
2892 470 9 800 
2893 470 800 220 
2894 451 800 9 
2895 451 220 800 
2896 469 801 15 
2897 469 222 801 
2898 430 15 801 
2899 430 801 222 
2900 468 123 802 
2901 468 802 208 
2902 433 802 123 
2903 433 208 802 
2904 467 803 17 
2905 467 220 803 
2906 449 17 803 
2907 449 803 220 
2908 466 804 131 
2909 466 224 804 
2910 465 131 804 
2911 465 804 224 
2912 467 17 805 
2913 467 805 222 
2914 440 805 17 
2915 440 222 805 
2916 466 16 806 
2917 466 806 224 
2918 447 806 16 
2919 447 224 806 
2920 465 807 20 
2921 465 224 807 
2922 453 20 807 
2923 453 807 224 
2924 466 131 808 
2925 466 808 221 
2926 461 808 131 
2927 461 221 808 
2928 465 809 131 
2929 465 226 809 
2930 463 131 809 
2931 463 809 226 
2932 466 810 16 
2933 466 221 810 
2934 462 16 810 
2935 462 810 221 
2936 465 20 811 
2937 465 811 226 
2938 570 811 20 
2939 570 226 811 
2940 464 132 812 
2941 464 812 221 
2942 462 812 132 
2943 462 221 812 
2944 463 813 13 
2945 463 226 813 
2946 569 13 813 
2947 569 813 226 
2948 464 814 36 
2949 464 221 814 
2950 461 36 814 
2951 461 814 221 
2952 463 815 131 
2953 463 228 815 
2954 461 131 815 
2955 461 815 228 
2956 464 816 132 
2957 464 223 816 
2958 460 132 816 
2959 460 816 223 
2960 463 13 817 
2961 463 817 228 
2962 464 36 818 
2963 464 818 223 
2964 461 819 36 
2965 461 228 819 
2966 462 132 820 
2967 462 820 225 
2968 458 820 132 
2969 458 225 820 
2970 459 129 821 
2971 459 821 230 
2972 455 821 129 
2973 455 230 821 
2974 462 822 16 
2975 462 225 822 
2976 445 16 822 
2977 445 822 225 
2978 459 823 21 
2979 459 230 823 
2980 542 21 823 
2981 542 823 230 
2982 460 824 1 
2983 460 223 824 
2984 457 825 129 
2985 457 232 825 
2986 455 129 825 
2987 455 825 232 
2988 460 826 132 
2989 460 227 826 
2990 458 132 826 
2991 458 826 227 
2992 457 20 827 
2993 457 827 232 
2994 453 827 20 
2995 453 232 827 
2996 460 1 828 
2997 460 828 227 
2998 455 9 829 
2999 455 829 230 
3000 541 829 9 
3001 541 230 829 
3002 458 37 830 
3003 458 830 225 
3004 446 830 37 
3005 446 225 830 
3006 455 831 9 
3007 455 232 831 
3008 451 9 831 
3009 451 831 232 
3010 458 832 37 
3011 458 227 832 
3012 453 833 127 
3013 453 224 833 
3014 447 127 833 
3015 447 833 224 
3016 456 112 834 
3017 456 834 229 
3018 425 834 112 
3019 425 229 834 
